date,id_bat,conso
2014-01-11,P533B1,311.435441946
2014-01-11,P533B2,314.919644749
2014-01-11,P533B3,145.158941571
2014-01-11,P533B4,202.348239499
2014-01-11,P533B5,221.343244538
2014-01-11,P533B6,341.531550031
2014-01-11,P533B7,349.298480215
2014-01-11,P533B8,285.445007177
2014-01-11,P533B9,176.687265776
2014-01-11,P534B0,261.577165673
2014-01-11,P534B1,331.573599781
2014-01-11,P534B2,91.1316333198
2014-01-11,P534B3,293.045025922
2014-01-11,P534B4,378.809019611
2014-01-11,P534B6,334.113210229
2014-01-11,P534B7,206.841580219
2014-01-11,P534B9,305.675688332
2014-01-12,P530B0,384.612635133
2014-01-12,P530B2,143.997681282
2014-01-12,P530B3,378.42923576
2014-01-12,P530B4,289.624921612
2014-01-12,P530B5,240.18519123
2014-01-12,P530B6,337.979963021
2014-01-12,P530B7,191.906675448
2014-01-12,P530B8,376.977698018
2014-01-12,P530B9,366.760735057
2014-01-12,P531B0,261.87157405
2014-01-12,P531B1,319.67815103
2014-01-12,P531B3,205.430663595
2014-01-12,P531B4,401.484231554
2014-01-12,P531B5,365.822118421
2014-01-12,P531B6,343.716874526
2014-01-12,P531B7,164.862275931
2014-01-12,P531B8,220.902489938
2014-01-12,P532B0,468.262082917
2014-01-12,P532B1,297.801192905
2014-01-12,P532B2,309.705640483
2014-01-12,P532B3,229.323390782
2014-01-12,P532B4,392.801701984
2014-01-12,P532B5,327.461640418
2014-01-12,P532B6,496.803333211
2014-01-12,P532B7,424.723562233
2014-01-12,P532B8,195.227519058
2014-01-12,P532B9,257.012911065
2014-01-12,P533B0,249.325966052
2014-01-12,P533B1,266.477776288
2014-01-12,P533B2,321.4880187
2014-01-12,P533B4,344.660917101
2014-01-12,P533B5,377.574561794
2014-01-12,P533B6,414.70397156
2014-01-12,P533B7,263.837382236
2014-01-12,P533B8,320.46285096
2014-01-12,P533B9,187.53099055
2014-01-12,P534B0,216.894763516
2014-01-12,P534B1,268.538624958
2014-01-12,P534B3,352.490939993
2014-01-12,P534B4,257.244827035
2014-01-12,P534B5,350.92545439
2014-01-12,P534B6,318.39472696
2014-01-12,P534B7,171.30617109
2014-01-12,P534B8,310.40598307
2014-01-12,P534B9,253.202283106
2014-01-13,P530B0,169.324089003
2014-01-13,P530B2,269.744101637
2014-01-13,P530B3,385.718153645
2014-01-13,P530B4,131.285872921
2014-01-13,P530B5,249.758026412
2014-01-13,P530B6,232.954283561
2014-01-13,P530B7,254.892397351
2014-01-13,P530B8,130.336964734
2014-01-13,P530B9,264.19432436
2014-01-13,P531B0,230.901386632
2014-01-13,P531B1,264.331156259
2014-01-13,P531B2,284.680088698
2014-01-13,P531B3,241.421198834
2014-01-13,P531B4,434.768519919
2014-01-13,P531B5,74.5992419473
2014-01-13,P531B6,316.817709961
2014-01-13,P531B7,280.697410675
2014-01-13,P531B8,421.921807045
2014-01-13,P532B0,137.578073451
2014-01-13,P532B1,401.841548323
2014-01-13,P532B2,286.661385757
2014-01-13,P532B3,332.898520982
2014-01-13,P532B4,261.801946945
2014-01-13,P532B5,286.474364581
2014-01-13,P532B6,456.765691309
2014-01-13,P532B7,300.189873142
2014-01-13,P532B8,236.503492664
2014-01-13,P532B9,181.956062835
2014-01-13,P533B0,332.243866342
2014-01-13,P533B1,227.327874182
2014-01-13,P533B2,339.32914272
2014-01-13,P533B3,97.5709200567
2014-01-13,P533B4,277.968635223
2014-01-13,P533B6,499.810503479
2014-01-13,P533B7,358.097810214
2014-01-13,P533B8,218.711797372
2014-01-13,P533B9,295.9810292
2014-01-13,P534B1,261.130660595
2014-01-13,P534B2,205.413033693
2014-01-13,P534B3,316.671443325
2014-01-13,P534B4,308.240750728
2014-01-13,P534B5,255.692630554
2014-01-13,P534B7,212.909309465
2014-01-13,P534B9,303.010492231
2014-01-14,P530B0,322.279425148
2014-01-14,P530B1,437.159413629
2014-01-14,P530B2,275.329909532
2014-01-14,P530B4,433.827249188
2014-01-14,P530B5,181.377299362
2014-01-14,P530B6,345.684038789
2014-01-14,P530B7,31.308428818
2014-01-14,P530B8,354.345649304
2014-01-14,P530B9,165.126116692
2014-01-14,P531B0,443.410597912
2014-01-14,P531B1,348.823829416
2014-01-14,P531B2,284.76218921
2014-01-14,P531B4,114.360200401
2014-01-14,P531B5,365.284317573
2014-01-14,P531B6,381.450155593
2014-01-14,P531B7,227.239912284
2014-01-14,P531B8,495.365747383
2014-01-14,P531B9,281.63698459
2014-01-14,P532B0,213.077512428
2014-01-14,P532B1,393.094205984
2014-01-14,P532B2,228.25106139
2014-01-14,P532B4,314.307001963
2014-01-14,P532B5,137.48448385
2014-01-14,P532B6,375.613383539
2014-01-14,P532B7,287.786895025
2014-01-14,P532B8,423.04922538
2014-01-14,P532B9,195.317263283
2014-01-14,P533B0,422.480743682
2014-01-14,P533B1,185.607763413
2014-01-14,P533B2,488.395509277
2014-01-14,P533B3,282.021222102
2014-01-14,P533B4,235.650642275
2014-01-14,P533B5,432.550706923
2014-01-14,P533B6,224.671292922
2014-01-14,P533B8,258.64306708
2014-01-14,P534B0,463.585263769
2014-01-14,P534B1,87.5614950505
2014-01-14,P534B2,306.595513994
2014-01-14,P534B3,380.765057041
2014-01-14,P534B4,224.464642032
2014-01-14,P534B5,335.677468844
2014-01-14,P534B6,290.226510303
2014-01-14,P534B7,214.101165066
2014-01-14,P534B8,415.171288099
2014-01-14,P534B9,331.701241691
2014-01-15,P530B0,419.854712497
2014-01-15,P530B1,479.320926019
2014-01-15,P530B2,318.371528038
2014-01-15,P530B3,260.092060677
2014-01-15,P530B4,394.060006406
2014-01-15,P530B5,427.783258735
2014-01-15,P530B6,200.677613507
2014-01-15,P530B7,396.370469616
2014-01-15,P530B8,396.030506467
2014-01-15,P530B9,365.149770882
2014-01-15,P531B0,311.188721258
2014-01-15,P531B2,417.889416079
2014-01-15,P531B3,260.753728552
2014-01-15,P531B4,325.6965405
2014-01-15,P531B5,335.328425023
2014-01-15,P531B6,382.03989209
2014-01-15,P531B7,420.140527821
2014-01-15,P531B8,321.174566002
2014-01-15,P531B9,291.198430582
2014-01-15,P532B0,289.495160999
2014-01-15,P532B1,354.911601012
2014-01-15,P532B2,247.063024227
2014-01-15,P532B4,242.962625524
2014-01-15,P532B5,441.391109209
2014-01-15,P532B6,136.001346205
2014-01-15,P532B7,176.337676516
2014-01-15,P532B8,302.103645532
2014-01-15,P532B9,292.051645789
2014-01-15,P533B0,510.91822348
2014-01-15,P533B1,186.551925826
2014-01-15,P533B2,332.479391974
2014-01-15,P533B3,416.418306825
2014-01-15,P533B4,379.673284292
2014-01-15,P533B5,343.108581534
2014-01-15,P533B6,216.210797325
2014-01-15,P533B7,505.319534842
2014-01-15,P533B8,280.687171761
2014-01-15,P533B9,117.585179791
2014-01-15,P534B0,425.512744128
2014-01-15,P534B1,459.144789519
2014-01-15,P534B2,183.061841219
2014-01-15,P534B3,137.148182478
2014-01-15,P534B4,333.437449673
2014-01-15,P534B6,351.636623681
2014-01-15,P534B7,273.947201905
2014-01-15,P534B8,467.599634079
2014-01-15,P534B9,372.382005405
2014-01-16,P530B0,347.830229868
2014-01-16,P530B1,233.624900197
2014-01-16,P530B2,415.085353984
2014-01-16,P530B3,107.116279675
2014-01-16,P530B4,471.037670445
2014-01-16,P530B6,226.42964422
2014-01-16,P530B7,257.840866446
2014-01-16,P530B8,187.870653826
2014-01-16,P530B9,237.508080398
2014-01-16,P531B0,356.355112287
2014-01-16,P531B1,132.353246756
2014-01-16,P531B2,320.520701813
2014-01-16,P531B3,380.688124268
2014-01-16,P531B4,210.666323501
2014-01-16,P531B5,287.868826283
2014-01-16,P531B6,375.604118689
2014-01-16,P531B7,199.835231519
2014-01-16,P531B8,263.099090914
2014-01-16,P531B9,330.000519769
2014-01-16,P532B0,333.035184805
2014-01-16,P532B2,349.549394324
2014-01-16,P532B3,27.6134694587
2014-01-16,P532B4,379.064067455
2014-01-16,P532B7,196.179602215
2014-01-16,P532B8,207.530997353
2014-01-16,P532B9,329.863651849
2014-01-16,P533B0,393.182318105
2014-01-16,P533B1,175.775820326
2014-01-16,P533B3,135.207316328
2014-01-16,P533B4,330.384228551
2014-01-16,P533B5,192.805880695
2014-01-16,P533B6,198.084228134
2014-01-16,P533B7,308.284163364
2014-01-16,P533B8,319.483952233
2014-01-16,P533B9,261.084206244
2014-01-16,P534B0,194.155067202
2014-01-16,P534B1,167.716901946
2014-01-16,P534B2,133.991460251
2014-01-16,P534B3,168.086295526
2014-01-16,P534B4,457.119374762
2014-01-16,P534B5,174.938377425
2014-01-16,P534B6,394.208318449
2014-01-16,P534B7,101.474117745
2014-01-16,P534B8,129.904255894
2014-01-16,P534B9,388.456130072
2014-01-17,P530B0,103.140398372
2014-01-17,P530B1,295.382573908
2014-01-17,P530B2,116.910142055
2014-01-17,P530B3,452.173708129
2014-01-17,P530B4,266.417565026
2014-01-17,P530B5,230.006259689
2014-01-17,P530B6,242.567828647
2014-01-17,P530B7,471.100023903
2014-01-17,P530B8,478.05044141
2014-01-17,P530B9,282.721951671
2014-01-17,P531B0,204.31874139
2014-01-17,P531B1,186.296443551
2014-01-17,P531B2,466.52024059
2014-01-17,P531B3,371.54529882
2014-01-17,P531B5,351.450745893
2014-01-17,P531B6,236.888207017
2014-01-17,P531B7,315.765536627
2014-01-17,P531B8,318.309494843
2014-01-17,P532B0,402.928391261
2014-01-17,P532B1,257.631494138
2014-01-17,P532B2,474.501113279
2014-01-17,P532B4,309.427692703
2014-01-17,P532B5,228.531682434
2014-01-17,P532B6,274.704446043
2014-01-17,P532B7,286.927673164
2014-01-17,P532B8,297.506648847
2014-01-17,P532B9,246.674052204
2014-01-17,P533B0,336.71330465
2014-01-17,P533B1,83.2851963036
2014-01-17,P533B3,399.372992224
2014-01-17,P533B4,469.200150705
2014-01-17,P533B5,473.373145625
2014-01-17,P533B6,205.915121497
2014-01-17,P533B7,301.849450284
2014-01-17,P533B8,196.915988612
2014-01-17,P533B9,459.342087389
2014-01-17,P534B0,264.952109049
2014-01-17,P534B1,387.265784614
2014-01-17,P534B2,51.917752773
2014-01-17,P534B3,177.692352402
2014-01-17,P534B4,254.244632982
2014-01-17,P534B5,427.326172673
2014-01-17,P534B6,365.224805375
2014-01-17,P534B7,291.83291472
2014-01-17,P534B8,135.21066761
2014-01-18,P530B0,157.273143644
2014-01-18,P530B1,186.00628435
2014-01-18,P530B2,182.030270892
2014-01-18,P530B3,416.435790086
2014-01-18,P530B4,190.988941111
2014-01-18,P530B5,198.671763377
2014-01-18,P530B6,389.847307187
2014-01-18,P530B7,190.150680781
2014-01-18,P530B8,333.642361433
2014-01-18,P530B9,450.293853613
2014-01-18,P531B0,263.824691473
2014-01-18,P531B1,290.109983074
2014-01-18,P531B2,221.908477102
2014-01-18,P531B5,240.873522543
2014-01-18,P531B6,371.563161073
2014-01-18,P531B7,239.39725445
2014-01-18,P531B8,303.467592021
