id_site,date,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,dju
P530,2014-02-13,300.823605171,236.73117847,306.131903061,319.424960227,273.476186959,285.635753248,301.871542915,194.323070115,477.851598946,165.485649612,283.2
P530,2014-02-14,432.089635057,0.0,181.379813985,132.442202399,252.968631081,0.0,153.105332261,482.412523548,459.410759226,260.319315667,283.2
P530,2014-02-15,140.923250888,367.165001333,268.536772454,204.54023547,446.259900761,298.420877754,219.056115496,385.255664544,377.826360407,265.395525042,283.2
P530,2014-02-16,250.234419697,252.26462488,166.681611935,282.709361184,467.94468917,412.212709448,288.182124185,258.736917703,338.588172964,404.761469411,283.2
P530,2014-02-17,464.271970843,365.814250482,258.195819636,287.358493654,346.175012237,290.562562396,386.282587164,0.0,309.298650949,358.031205951,283.2
P530,2014-02-18,272.90161822,315.775338768,0.0,220.174405449,399.98337692,221.115068509,304.417835974,361.819940465,0.0,0.0,283.2
P530,2014-02-19,264.984934459,434.385238916,400.778520423,207.530158082,0.0,329.69393444,118.466653878,212.394344964,292.596482482,210.5692323,283.2
P530,2014-02-20,312.885762075,122.487741438,344.521878851,414.3417828,321.000679609,378.662153114,183.866677523,253.529219706,423.468916356,282.911583447,283.2
P530,2014-02-21,276.884494888,455.051252307,162.643405686,148.826002157,397.797676822,315.887409869,397.341898241,219.677200665,437.110699361,258.345326075,283.2
P530,2014-02-22,0.0,434.818458961,307.071009236,273.970011094,538.802228042,165.678476899,219.072469674,217.126148162,336.481901559,281.356316834,283.2
P530,2014-02-23,236.157443385,402.979068204,264.718154821,397.674081493,0.0,263.006547567,0.0,164.126683362,315.631668176,244.016843572,283.2
P530,2014-02-24,252.359294976,458.618658047,242.760369476,186.844208737,471.702345403,408.721571594,475.042857639,249.216674354,264.619820746,273.610597527,283.2
P530,2014-02-25,251.957334735,212.672891389,404.290504318,396.749709222,242.456877995,325.526351092,219.481421368,289.216538301,198.205748765,355.604909246,283.2
P530,2014-02-26,273.832668806,461.394670968,249.747514772,467.930105626,256.926977406,0.0,262.356634378,541.995659217,284.950448347,278.599239279,283.2
P530,2014-02-27,232.864051451,0.0,0.0,306.588679569,252.436393252,385.872126645,257.605292407,533.224124236,338.093008731,225.166076145,283.2
P530,2014-02-28,0.0,354.827219055,388.929840351,376.695524997,417.9619557,234.735146251,270.080463768,355.725033544,0.0,214.27487559,283.2
P530,2014-03-01,343.700816941,281.436481359,292.338118905,0.0,386.304977458,229.023880801,237.268172122,321.092586134,238.820592641,509.528196546,227.1
P530,2014-03-02,219.912887086,261.434453518,360.148457732,183.062514816,302.105421097,332.662901733,243.466588378,244.595159767,197.381849319,380.295910417,227.1
P530,2014-03-03,373.447931212,165.270813786,116.297065328,299.344793523,361.560706748,259.628671599,350.573796935,395.761881993,183.512171264,0.0,227.1
P530,2014-03-04,478.390091042,357.909725943,211.898580615,0.0,373.470856947,0.0,427.658954224,0.0,223.051019716,408.232403909,227.1
P530,2014-03-05,276.40832632,339.115839306,384.7019298,176.615356455,0.0,363.063634535,256.471731141,245.810129055,333.122836361,305.134729498,227.1
P530,2014-03-06,334.607955907,430.441295891,387.56012118,176.413941536,491.060077695,306.803356904,316.459043505,246.242256343,298.342824859,228.868524041,227.1
P530,2014-03-07,307.329364877,412.843355851,195.870858313,292.285052443,388.944854302,408.495270248,361.501079606,427.39461096,262.420283274,319.947961567,227.1
P530,2014-03-08,310.089069361,350.468298471,82.2517155835,267.632844863,312.602483392,44.4933523431,271.058277739,126.58690923,279.942967603,362.170329003,227.1
P530,2014-03-09,0.0,337.147307195,137.332946084,174.514120667,326.614507465,355.454584793,164.497846068,218.130597308,163.974898318,150.065734264,227.1
P530,2014-03-10,0.0,479.268484776,435.919170612,0.0,412.708497999,398.481158048,151.425005336,383.237875841,225.528289422,347.541519639,227.1
P530,2014-03-11,297.091499385,425.985955229,0.0,303.776911225,208.341840696,224.332115097,334.519011382,237.698416439,416.903564424,367.15243413,227.1
P530,2014-03-12,272.790927991,188.603298992,374.874640123,344.437734687,0.0,187.058673764,366.44856829,93.5436195333,213.141119496,237.14294027,227.1
P530,2014-03-13,86.2478779331,154.807467141,384.990498566,168.11573199,0.0,223.592012142,62.295816773,269.210145787,467.494402044,466.806440722,227.1
P530,2014-03-14,374.98393175,325.729421078,0.0,253.22872819,304.84453739,296.996365691,448.266962213,148.575414834,261.687532989,245.348621474,227.1
P530,2014-03-15,244.135156229,265.724362249,346.062883412,338.537816923,438.645244333,329.549730881,271.858395842,335.25613306,360.680795502,315.197875563,227.1
P530,2014-03-16,175.888273032,300.957512005,322.555298766,486.307977362,460.608150801,222.494540284,215.538573148,429.599441074,238.253808274,334.99621843,227.1
P530,2014-03-17,418.471493446,180.344586937,363.326260799,400.377168936,171.042393998,164.872278796,324.345403282,225.174283841,296.10685468,147.235506576,227.1
P530,2014-03-18,91.8079339731,236.626283536,296.163580616,434.740185139,0.0,0.0,274.011595616,259.003572183,270.464631242,410.540035506,227.1
P530,2014-03-19,225.479507978,0.0,262.377339712,301.197046075,298.470003152,400.391008449,149.890059043,341.7659435,446.261376066,456.397225929,227.1
P530,2014-03-20,198.856964507,298.818883699,224.235393366,499.22895111,188.512164028,455.886231825,219.539827888,350.582829671,287.116673507,293.957727126,227.1
P530,2014-03-21,227.692573817,328.692946998,321.32178534,0.0,262.77996391,0.0,326.319455991,434.102648089,366.511995782,463.926633374,227.1
P530,2014-03-22,328.11213251,302.569068334,350.705861073,0.0,388.475373809,422.77030164400003,267.622066607,401.994379356,232.402352236,452.283315999,227.1
P530,2014-03-23,197.351541749,453.056780247,193.278964888,139.223504223,135.905695497,453.955011612,379.290362672,151.855741129,410.553230228,285.529896328,227.1
P530,2014-03-24,732.153565243,220.393502356,133.159603552,286.29647662,275.255475403,375.338362642,265.34924959,0.0,389.648126333,297.165773228,227.1
P530,2014-03-25,299.977309885,491.766016199,212.229954383,253.094452989,384.154797139,210.272542241,210.379711551,352.917914459,186.772324919,256.046068849,227.1
P530,2014-03-26,0.0,461.180968585,163.319264446,0.0,299.449738386,0.0,60.7065016452,0.0,318.484375923,166.17776416,227.1
P530,2014-03-27,364.438732739,295.650990203,0.0,249.313440872,366.104173216,148.94785365,471.006917716,350.120832519,0.0,232.865039852,227.1
P530,2014-03-28,300.092034725,103.177575943,185.126359775,247.525108544,366.565084457,334.606295898,419.36226113,355.478712557,306.609075365,313.686543828,227.1
P530,2014-03-29,152.413398143,401.597555743,0.0,164.270405667,251.122589051,378.141853567,208.016436347,398.72916442,315.656340432,269.215763151,227.1
P530,2014-03-30,213.191132388,367.652345925,299.486967999,212.9147229,204.578815733,124.873787611,0.0,281.085766893,189.050687691,479.873909002,227.1
P530,2014-03-31,99.6969367634,201.48299358,416.789687693,349.088540295,326.693488898,193.787668482,302.928010977,253.835073493,319.720116424,469.203039493,227.1
P530,2014-04-01,248.224383945,287.122897675,429.753408698,315.36587883,298.119760357,348.549679943,167.907535205,361.128969884,301.278089923,387.828801745,142.3
P530,2014-04-02,260.514483251,328.000306065,291.956459429,197.949028817,318.437971701,385.849563357,271.870729842,345.166345833,304.244959653,221.41346871,142.3
P530,2014-04-03,400.640233116,176.777115741,203.146247761,40.5681875995,434.796602047,392.308369219,137.278904008,186.130492322,215.646774054,267.12785637,142.3
P530,2014-04-04,387.929765765,505.887052896,370.192897017,0.0,356.9574458,315.364383931,203.527535305,355.537927209,445.511140574,333.595961954,142.3
P530,2014-04-05,370.187720988,0.0,212.819139778,84.6733543529,431.220141491,277.30123654,0.0,377.292337956,553.194584074,0.0,142.3
P530,2014-04-06,0.0,221.955240459,370.641023747,198.578113458,214.792591635,222.284053334,249.45021036,333.580870772,274.770499456,0.0,142.3
P530,2014-04-07,157.203329034,383.348170686,403.28306184,257.864292295,0.0,155.96962459,261.247633174,404.28692271,239.135525774,398.51719738,142.3
P530,2014-04-08,379.337979613,297.973394267,135.661176111,298.799966077,0.0,347.242112142,0.0,289.621055202,327.200193844,202.064926961,142.3
P530,2014-04-09,425.402920815,296.06543807,392.709243229,289.633701592,131.352355368,304.340365264,317.350891365,287.086090663,266.242712342,248.806298408,142.3
P530,2014-04-10,249.466345583,368.51401444,0.0,387.261819713,236.488504425,300.473528726,469.664481587,0.0,350.8136205,72.3940079483,142.3
P530,2014-04-11,328.899295478,281.777337852,204.369489915,276.614724564,172.800062108,396.622215509,74.6987862619,362.533631132,163.086434546,189.376211124,142.3
P530,2014-04-12,335.50435808,251.994936757,636.748147402,123.531549489,353.711764332,317.948036541,146.283271118,0.0,364.337958942,52.3418682246,142.3
P530,2014-04-13,236.650232245,458.464530693,296.368628237,394.958612964,275.098275518,445.951558726,217.466310118,307.246302163,283.011731904,295.61179719,142.3
P530,2014-04-14,202.738515387,292.773979789,211.870676406,278.836639538,240.781231446,379.430428563,92.6541510708,478.26125772,0.0,0.0,142.3
P530,2014-04-15,0.0,0.0,392.293916902,150.251059,0.0,342.266576051,195.366139934,275.521206764,313.464321636,171.071253263,142.3
P530,2014-04-16,404.138022847,438.312496728,395.48074034,0.0,368.578760486,0.0,0.0,0.0,376.383084292,338.611242749,142.3
P530,2014-04-17,424.559295892,432.647769928,331.185229571,397.871245098,366.795284716,196.497832474,371.665466867,307.032396852,401.2188768,265.177971349,142.3
P530,2014-04-18,362.119111334,511.257007379,392.831128951,354.887763756,0.0,307.675428413,341.43499092,55.3343170184,475.978618505,153.002175111,142.3
P530,2014-04-19,356.148866325,379.825091146,371.158984492,394.277245514,152.347799035,457.34121437,305.337577541,267.933778663,300.344675355,142.566888966,142.3
P530,2014-04-20,200.826908729,104.749459926,389.696411579,282.223887858,267.745643807,263.450410706,269.445647402,334.930786999,351.552854529,204.171919634,142.3
P530,2014-04-21,278.309224291,364.881575677,180.000781072,0.0,465.02817275,396.460846891,347.066807615,167.330289383,75.3019801043,14.8541339224,142.3
P530,2014-04-22,241.555982819,286.31834488,337.939522832,215.030969137,185.981206003,215.874730273,186.307624679,530.889162066,208.109284191,147.722076733,142.3
P530,2014-04-23,269.235962419,356.990168314,0.0,184.057415562,406.758295614,237.581953647,205.346722464,319.457662445,323.109627152,372.648525546,142.3
P530,2014-04-24,0.0,102.697120473,197.0091126,260.874625412,201.865510719,261.736011996,418.288294761,391.049618443,0.0,335.174381422,142.3
P530,2014-04-25,147.991613092,519.35640514,0.0,246.250342861,320.478070058,89.8914784493,362.795743305,0.0,416.60991245,240.064018105,142.3
P530,2014-04-26,292.557140509,352.382934568,280.297616739,80.2515269674,220.213357939,426.446012768,428.309428191,229.380257201,316.660311099,87.0636207088,142.3
P530,2014-04-27,496.345019497,0.0,443.604129818,293.339363142,439.296306328,290.194546632,517.043334468,257.886009778,461.33917636,0.0,142.3
P530,2014-04-28,210.317439709,521.649288658,180.103120525,198.824399265,280.42399061,378.636760083,394.581737728,215.525141905,269.479266302,0.0,142.3
P530,2014-04-29,216.118979234,228.757847514,290.157869542,139.587809484,283.092184992,341.669832813,212.26812161,192.190848303,281.620495144,332.12583337,142.3
P530,2014-04-30,321.7393436,386.955279298,245.614632791,437.628843835,226.203492113,318.272271275,290.561762366,398.357130961,349.424684911,352.673323851,142.3
P530,2014-05-01,248.982525387,515.389843619,0.0,265.493928307,170.788033565,350.287302966,203.602496071,268.780264217,190.186188066,255.505226208,112.5
P530,2014-05-02,402.780989078,0.0,286.644209345,241.389130031,300.947821911,316.685929878,384.256990067,345.298866189,0.0,298.041036914,112.5
P530,2014-05-03,149.512484444,465.8720659,0.0,472.453343311,0.0,261.880036899,291.233580921,330.644580479,175.738164253,113.570718288,112.5
P530,2014-05-04,256.070224295,346.128279637,254.998355305,447.782048537,0.0,123.883540214,174.493492869,324.621900464,202.967766329,379.570947254,112.5
P530,2014-05-05,375.444348367,234.08016117,406.642249685,346.279066283,250.841119827,424.192006319,0.0,397.67898898,119.298812795,516.603990828,112.5
P530,2014-05-06,350.488668813,346.586346171,278.750782276,0.0,0.0,453.230697914,321.482597175,278.094238871,212.09419703,219.033043179,112.5
P530,2014-05-07,140.880808743,531.948275258,226.972307371,377.91613325,195.004059057,276.643853057,175.62784317,239.653955468,0.0,223.557569277,112.5
P530,2014-05-08,0.0,331.526725713,274.697752137,172.163061685,484.316111055,356.895723369,210.153426721,167.947781633,490.429997064,397.99846921,112.5
P530,2014-05-09,354.076753045,326.444989939,523.554860515,0.0,299.615739419,231.418829625,275.830902891,268.079987384,196.402551968,220.445166315,112.5
P530,2014-05-10,146.450588651,0.0,199.025349785,332.234800301,129.723826724,264.438344816,372.084700954,145.408336348,371.709654426,275.775864801,112.5
P530,2014-05-11,336.801750515,355.16930623,377.94678076,288.616279346,240.782291935,0.0,144.319370643,169.659037049,242.654294211,389.964317508,112.5
P530,2014-05-12,373.520881256,272.82067158,511.669609337,305.599966547,410.081434799,207.932895135,237.735236259,399.04244044,397.100285323,501.992798634,112.5
P530,2014-05-13,0.0,256.927696257,178.929411861,444.830030087,79.0062032997,228.818549726,271.008886229,27.7756619525,304.32360885,280.820674893,112.5
P530,2014-05-14,568.463456376,208.656111142,145.218474497,345.232935192,361.760367412,372.585031891,434.153313857,217.162860432,311.030713469,365.619516383,112.5
P530,2014-05-15,206.940164382,350.663757129,376.775648504,384.80862178899997,170.848204712,367.209131412,284.708221754,343.362843055,356.26022765,261.812976927,112.5
P530,2014-05-16,166.098141598,286.884076943,465.285623496,245.652609847,445.577652288,385.828740419,227.728283843,232.473246244,240.876175504,332.0230737,112.5
P530,2014-05-17,317.999908938,393.240163643,261.611673239,301.967956107,232.270351607,494.608193881,347.421821374,211.066174418,374.222178455,159.261005719,112.5
P530,2014-05-18,270.876727127,329.624025061,295.021616928,333.9619296,87.2719587986,373.054725682,381.759344336,195.944635938,252.436566326,447.527487205,112.5
P530,2014-05-19,376.251535096,397.640360714,149.83280614,381.020819398,251.213957475,345.691931598,257.9878495,380.276522868,141.917584732,253.758630313,112.5
P530,2014-05-20,265.727679927,272.32715962,257.033277691,0.0,188.016073263,326.071096383,439.214448513,323.607010989,484.529984345,328.993317286,112.5
P530,2014-05-21,277.429870509,0.0,286.691617133,277.73776587,342.621527656,231.15230401,363.644509234,262.627130934,277.228959683,405.220247647,112.5
P530,2014-05-22,341.429600629,0.0,0.0,150.848085781,166.382548229,262.59058059,245.239945337,283.111893876,365.303631078,286.761004997,112.5
P530,2014-05-23,236.527083603,320.11125702,274.083140179,312.973047703,376.110515224,410.699580686,233.925980379,397.939032147,235.049199448,0.0,112.5
P530,2014-05-24,391.446985457,318.87661003,322.765611191,343.912464607,298.167852896,191.517584713,151.805010101,406.23530881,160.628833794,369.278772144,112.5
P530,2014-05-25,272.738640912,265.482777376,0.0,217.625924155,247.100323576,443.947773843,241.196936019,486.262655661,78.7092338169,111.135958522,112.5
P530,2014-05-26,279.966886912,391.377832436,282.194013534,118.562352103,387.21384184,394.775489378,188.100279081,349.073071996,385.537523174,217.864120432,112.5
P530,2014-05-27,0.0,281.415882611,179.732198223,199.203732528,346.455959689,258.609715193,380.493008966,338.809674564,76.1114578715,372.45800508,112.5
P530,2014-05-28,425.983763812,191.705142982,301.83701573,0.0,259.838924972,339.905536301,423.453037249,221.094515038,0.0,372.254074376,112.5
P530,2014-05-29,265.063241533,255.924284966,390.49533455,339.410161556,363.099868668,300.339519444,242.63441797,389.492078986,298.224122309,142.339117987,112.5
P530,2014-05-30,231.426078237,0.0,280.205016623,0.0,0.0,115.875963765,224.803959164,169.662833156,253.04327674499999,199.918131787,112.5
P530,2014-05-31,93.3407559705,332.812792749,283.991543785,296.338090518,321.567283668,117.970375972,169.540271125,352.63297363,234.585781267,314.37712362,112.5
P531,2014-01-01,0.0,268.609562916,256.978192814,366.242837421,0.0,186.152616542,349.210146394,412.867245502,170.679235151,253.318385751,325.3
P531,2014-01-02,0.0,274.183431892,275.264406512,231.387406531,131.217431893,209.618123683,279.153984527,376.389183278,269.654573421,377.043923215,325.3
P531,2014-01-03,346.237528204,371.486567667,177.764914507,0.0,270.949294877,299.632762232,305.774639548,240.117024885,0.0,266.204910138,325.3
P531,2014-01-04,462.102367689,243.419748954,309.390180831,191.336463781,475.252271676,459.396821575,319.567728386,472.965909705,388.456016927,272.933692342,325.3
P531,2014-01-05,108.293210552,341.374381597,137.00800709,300.607828076,0.0,319.522122276,262.19745084,309.260549357,234.042823408,272.088671978,325.3
P531,2014-01-06,290.292264732,285.327146605,155.002166564,458.853985103,282.007821011,540.2921597,137.435199314,185.826770079,95.2656800213,0.0,325.3
P531,2014-01-07,271.899678968,407.708578713,360.744218842,303.718626609,183.934755791,220.825041993,118.187843867,149.719201064,386.723542214,483.972960301,325.3
P531,2014-01-08,291.718135753,294.456901761,67.1437427169,223.585583929,413.846896341,283.098337138,143.003906674,66.2959503553,283.559669151,219.41617518,325.3
P531,2014-01-09,0.0,221.27410957,197.748929136,328.039870447,111.967904508,366.770485371,273.914128516,337.22888466,248.265894345,300.247039326,325.3
P531,2014-01-10,447.928767609,212.87529578,347.053289409,343.862716089,322.834547475,253.405988286,297.280123384,335.168601641,363.871696651,232.194319428,325.3
P531,2014-01-11,227.341930381,174.378465836,0.0,327.031049127,299.514541069,276.253275866,365.050640069,341.657435309,282.707073823,352.249698337,325.3
P531,2014-01-12,261.87157405,319.67815103,0.0,205.430663595,401.484231554,365.822118421,343.716874526,164.862275931,220.902489938,0.0,325.3
P531,2014-01-13,230.901386632,264.331156259,284.680088698,241.421198834,434.768519919,74.5992419473,316.817709961,280.697410675,421.921807045,0.0,325.3
P531,2014-01-14,443.410597912,348.823829416,284.76218921,0.0,114.360200401,365.284317573,381.450155593,227.239912284,495.365747383,281.63698459,325.3
P531,2014-01-15,311.188721258,0.0,417.889416079,260.753728552,325.6965405,335.328425023,382.03989209,420.140527821,321.174566002,291.198430582,325.3
P531,2014-01-16,356.355112287,132.353246756,320.520701813,380.688124268,210.666323501,287.868826283,375.604118689,199.835231519,263.099090914,330.000519769,325.3
P531,2014-01-17,204.31874139,186.296443551,466.52024059,371.54529882,0.0,351.450745893,236.888207017,315.765536627,318.309494843,0.0,325.3
P531,2014-01-18,263.824691473,290.109983074,221.908477102,0.0,0.0,240.873522543,371.563161073,239.39725445,303.467592021,466.099591605,325.3
P531,2014-01-19,250.756235664,160.674320794,154.338992247,287.971057495,225.547089633,165.159689559,0.0,0.0,271.381401524,195.40279803,325.3
P531,2014-01-20,280.298994365,138.953899647,391.267049107,282.91147289,390.254135912,317.326725866,0.0,271.122896942,252.098315973,183.815943577,325.3
P531,2014-01-21,261.908945632,265.081059399,189.625095082,286.789683495,303.680309299,310.040370033,142.777962437,292.694262302,336.438793877,193.005907624,325.3
P531,2014-01-22,293.944784369,315.530463062,0.0,389.687642824,267.618523573,301.744968199,281.895171423,290.279727115,0.0,209.882723774,325.3
P531,2014-01-23,407.895427964,301.902760752,496.915387566,139.903496487,230.375734899,168.598562844,188.020520115,158.039031901,131.486937144,250.344631428,325.3
P531,2014-01-24,339.697142495,345.427027185,291.371685594,283.923873081,445.773059174,163.59754278,340.03974198,0.0,0.0,278.368420588,325.3
P531,2014-01-25,0.0,232.830960379,369.03164657,326.583078874,154.180914116,486.667935837,130.172702208,122.173573861,225.290291772,207.249991798,325.3
P531,2014-01-26,354.837538476,375.593585153,373.121197425,236.991094796,363.212925155,220.483923867,300.774278555,375.648066412,0.0,314.240648002,325.3
P531,2014-01-27,400.378371126,239.763290285,205.370599332,286.977915414,218.455252928,292.551573779,393.284163387,313.095595004,323.590337955,230.97131078499999,325.3
P531,2014-01-28,419.217796023,368.733989975,88.8047968182,0.0,341.272581641,345.789738067,145.162097962,0.0,402.958878052,480.727602819,325.3
P531,2014-01-29,272.929312938,410.764563185,303.330102366,282.844531548,447.428999496,157.450677563,243.441148036,290.121662515,0.0,285.305760744,325.3
P531,2014-01-30,226.414428718,301.090415389,229.492414768,148.087148308,375.622904051,255.625909848,341.519603612,134.516690728,400.486846225,152.387397973,325.3
P531,2014-01-31,0.0,433.537428881,343.696210395,290.134356855,94.0690527033,316.489297616,487.63185353,209.141914532,236.363613518,287.140011824,325.3
P531,2014-02-01,276.179952759,188.690743571,205.301664008,241.889779075,366.763597303,298.634702913,293.940868199,359.33629692,224.620081614,228.178691381,283.2
P531,2014-02-02,420.873567232,288.086421173,233.042021942,331.109005572,323.239756132,250.652147042,409.692819329,410.611451936,378.49844278,420.77276298,283.2
P531,2014-02-03,303.571138709,152.170605804,342.902910629,414.114968574,321.481856359,271.104986716,381.462381278,377.247645372,400.649615252,258.06966015,283.2
P531,2014-02-04,341.595480582,383.875424915,307.17374788,217.393852061,203.95230005,244.537190466,271.648461043,309.007866051,200.427045158,265.987131738,283.2
P531,2014-02-05,324.939581181,165.701223744,377.02889519,9.39093398791,225.922206635,238.746445253,371.256806211,272.686325628,238.81112505,366.291313042,283.2
P531,2014-02-06,337.648619889,406.024865612,266.7057805,415.513041313,0.0,369.967621194,107.807620162,306.775719007,421.946965421,371.170198272,283.2
P531,2014-02-07,278.84372694,367.855303798,399.412897855,471.736122663,465.409016508,265.417592332,445.952668713,157.70951045,435.937738595,294.784991165,283.2
P531,2014-02-08,287.058783363,218.487953697,308.028711832,215.588502184,251.783687667,196.098488559,303.847274149,210.463588385,435.806212295,200.85285888,283.2
P531,2014-02-09,334.291140554,397.712059093,244.819444128,278.531884442,264.568201743,274.23139133,273.795453047,236.694476235,408.24677484,165.90987085,283.2
P531,2014-02-10,200.74849286,225.1884987,263.083822465,0.0,346.757401293,238.955258343,219.981209331,250.257747705,199.658229248,349.981766787,283.2
